index,station name,station latitude,station longitude
501,E 81 St & York Ave,40.7728384,-73.94989233
502,E 82 St & East End Ave,40.7724607,-73.9468208
503,E 84 St & 1 Ave,40.77565541,-73.95068615
504,E 84 St & 3 Ave,40.77755374298887,-73.95512759685516
505,E 84 St & Park Ave,40.77862688,-73.95772073
506,E 85 St & 3 Ave,40.77801203,-73.95407149
507,E 85 St & York Ave,40.77536905,-73.94803392
508,E 88 St & 1 Ave,40.778301,-73.9488134
509,E 88 St & Park Ave,40.781410700190015,-73.95595908164978
510,E 89 St & 3 Ave,40.7806284,-73.9521667
511,E 89 St & York Ave,40.7779453,-73.946041
512,E 9 St & Avenue C,40.72521311,-73.97768752
513,E 91 St & 2 Ave,40.78112229934166,-73.94965589046478
514,E 91 St & Park Ave,40.7835016,-73.955327
515,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902
516,E 95 St & 3 Ave,40.7849032,-73.950503
517,E 97 St & 3 Ave,40.7859201,-73.94860294
518,E 97 St & Madison Ave,40.787801,-73.953559
519,E 98 St & Park Ave,40.78813,-73.95206
520,East End Ave & E 86 St,40.77518615,-73.94446054
521,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801
522,Eastern Pkwy & Washington Ave,40.6716493,-73.9631145
523,Eckford St & Engert Ave,40.72146256229816,-73.94800901412964
524,Edgecombe Ave & W 141 St,40.820681,-73.945144
525,Edgecombe Ave & W 145 St,40.823498,-73.94386
526,Edgecombe Ave & W 150 St,40.826881,-73.941427
527,Edgecombe Ave & W 167 St,40.838191,-73.936085
528,Eldert St & Bushwick Ave,40.68652,-73.91321
529,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
530,Engert Ave & McGuinness Blvd,40.72158,-73.94546
531,Evergreen Ave & Noll St,40.70106,-73.93318
532,FDR Drive & E 35 St,40.744219,-73.97121214
533,Fairview Ave & Linden St,40.70694,-73.90632
534,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805
535,Flushing Ave & Woodward Ave,40.71246,-73.91873
536,Forest Ave & Summerfield St,40.69922,-73.89795
537,Forsyth St & Broome St,40.71893904,-73.99266288
538,Forsyth St & Canal St,40.7158155,-73.99422366
539,Fort Washington Ave & W 173 St,40.84522,-73.940493
540,Fort Washington Ave & W 183 St,40.852252,-73.937854
541,Franklin Ave & Empire Blvd,40.66314,-73.9605695
542,Franklin Ave & Myrtle Ave,40.694546087246025,-73.95801365375519
543,Franklin Ave & St Marks Ave,40.6758324,-73.9561677
544,Franklin St & Dupont St,40.73564,-73.95866
545,Franklin St & W Broadway,40.71911552,-74.00666661
546,Frederick Douglass Blvd & Harlem River Dr,40.830702,-73.936371
547,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145
548,Frederick Douglass Blvd & W 115 St,40.8038654,-73.9559308
549,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
550,Frederick Douglass Blvd & W 129 St,40.8125511,-73.9492286
551,Front St & Gold St,40.70224,-73.982578
552,Front St & Jay St,40.702461,-73.986842
553,Front St & Maiden Ln,40.70530954,-74.00612572
554,Front St & Washington St,40.70255088,-73.98940236
555,Frost St & Debevoise Ave,40.71882,-73.93948
556,Frost St & Meeker Ave,40.71766197083994,-73.94880026578903
557,Fulton St & Adams St,40.69241829257847,-73.98949474096298
558,Fulton St & Broadway,40.711066,-74.009447
559,Fulton St & Clermont Ave,40.68415748,-73.96922273
560,Fulton St & Grand Ave,40.68223166,-73.9614583
561,Fulton St & Irving Pl,40.68186,-73.959432
562,Fulton St & Rockwell Pl,40.68841,-73.979458
563,Fulton St & Utica Ave,40.6794268,-73.9298911
564,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778351
565,Fulton St & William St,40.70955958,-74.00653609
566,Gansevoort St & Hudson St,40.73944820130404,-74.00507032871246
567,Garfield Pl & 8 Ave,40.6711978,-73.97484126
568,George St & Wilson Ave,40.702997,-73.92997
569,Gerard Ave & E 146 St,40.817755,-73.92965
570,Gerard Ave & E 164 St,40.830262,-73.923391
571,Gerard Ave & E 165 St,40.83173,-73.922394
572,Gerard Ave & McClellan St,40.833909,-73.92112
573,Graham Ave & Conselyea St,40.715143,-73.944507
574,Graham Ave & Grand St,40.711863,-73.944024
575,Graham Ave & Herbert St,40.71929301,-73.94500379
576,Graham Ave & Withers St,40.7169811,-73.94485918
577,Grand Army Plaza & Central Park S,40.7643971,-73.97371465
578,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984
579,Grand Ave & Bergen St,40.678045,-73.962408
580,Grand Concourse & E 144 St,40.816576,-73.927987
581,Grand Concourse & E 156 St,40.823429,-73.924689
582,Grand Concourse & E 167 St,40.834263,-73.917641
583,Grand Concourse & E 171 St,40.839549,-73.913004
584,Grand St & Elizabeth St,40.718822,-73.99596
585,Grand St & Greene St,40.72170005235607,-74.00238141417502
586,Grand St & Havemeyer St,40.71286844,-73.95698119
587,Grant Ave & E 164 St,40.828847,-73.91769
588,Great Jones St,40.72743423,-73.99379025
589,Green St & McGuinness Blvd,40.73396,-73.95204
590,Greene Av & Myrtle Av,40.698568,-73.918877
591,Greene Ave & Grandview Ave,40.709697,-73.907856
592,Greene Ave & Nostrand Ave,40.6883337,-73.950916
593,Greene Ave & Throop Ave,40.6894932,-73.942061
594,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394
595,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103
596,Greenwich Ave & Charles St,40.735238,-74.000271
597,Greenwich St & W Houston St,40.728846,-74.008591
598,Grove St & Broadway,40.69047,-73.923511
599,Halsey St & Broadway,40.68565,-73.91564
600,Halsey St & Evergreen Ave,40.68858,-73.91227
601,Halsey St & Tompkins Ave,40.6823687,-73.944118
602,Hamilton Pl & W 138 St,40.821728,-73.952761
603,Hamilton Pl & W 140 St,40.822756,-73.951346
604,Hancock St & Bedford Ave,40.68216564,-73.95399026
605,Hancock St & Wyckoff Ave,40.6972,-73.90674
606,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863
607,Harlem River Dr & W 155 St,40.830476,-73.939929
608,Harman St & Seneca Ave,40.70577,-73.91292
609,Harrison Pl & Porter Ave,40.70686,-73.92851
610,Harrison St & Hudson St,40.71870987,-74.0090009
611,Hart St & Wyckoff Ave,40.704876,-73.919911
612,Henry St & Atlantic Ave,40.69089272,-73.99612349
613,Henry St & Bay St,40.6725058,-74.00494695
614,Henry St & Degraw St,40.6847514,-73.99917254
615,Henry St & Grand St,40.714211,-73.981095
616,Henry St & Grand St,40.714215,-73.981346
617,Henry St & Middagh St,40.7003,-73.991581
618,Henry St & W 9 St,40.6763744,-74.00324957
619,Hicks St & Montague St,40.69512845,-73.99595065
620,Hope St & Union Ave,40.71167351,-73.95141312
621,Howard St & Centre St,40.71910537,-73.99973337
622,Hoyt St & Warren St,40.6843549,-73.98901629
623,Hudson St & Reade St,40.71625008,-74.0091059
624,Humboldt St & Varet St,40.7031724,-73.940636
625,Huron St & Franklin St,40.73266,-73.95826
626,India St & Manhattan Ave,40.73232194,-73.9550858
627,India St & West St,40.73181401720966,-73.95995020866394
628,Inwood Ave & W 170 St,40.840536,-73.919228
629,Irving Ave & DeKalb Ave,40.7027,-73.92095
630,Irving Ave & Halsey St,40.69467,-73.90663
631,Irving Ave & Harman St,40.70108,-73.9179
632,Irving Ave & Jefferson St,40.70538,-73.92535
633,Irving Ave & Palmetto St,40.698,-73.9127
634,Jackson Ave & 46 Rd,40.74524768,-73.94733276
635,Jackson St & Leonard St,40.71638031973561,-73.94821286201477
636,Jay St & Tech Pl,40.695065,-73.987167
637,Jay St & York St,40.70140317257725,-73.98672670125961
638,Jefferson Ave & Evergreen Ave,40.68989,-73.91458
639,Jefferson St & Cypress Ave,40.70907,-73.92157
640,John St & William St,40.70862144,-74.00722156
641,Johnson St & Gold St,40.69474881,-73.98362464
642,Kane St & Clinton St,40.6861758,-73.99645295
643,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938
644,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494
645,Kent St & McGuinness Blvd,40.73124,-73.95161
646,Kingsland Ave & Nassau Ave,40.72577,-73.94173
647,Kingston Ave & Herkimer St,40.67890679,-73.94142771
648,Knickerbocker Ave & Cooper St,40.69081,-73.90448
649,Knickerbocker Ave & George St,40.704425,-73.92836
650,Knickerbocker Ave & Halsey St,40.693,-73.90824
651,Knickerbocker Ave & Hancock St,40.69385,-73.90974
652,Knickerbocker Ave & Thames St,40.70539,-73.92976
653,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465
654,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
655,LaGuardia Pl & W 3 St,40.72917025,-73.99810231
656,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
657,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
658,Lafayette Ave & St James Pl,40.68851534,-73.9647628
659,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049
660,Lafayette St & Jersey St,40.72430527250332,-73.99600982666016
661,Lafayette St & Jersey St,40.72456089,-73.99565293
662,Lafayette St & Jersey St S,40.72430527250332,-73.99600982666016
663,Laight St & Hudson St,40.72185379,-74.00771779
664,Lawrence St & Willoughby St,40.69236178,-73.98631746
665,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392
666,Lenox Ave & W 111 St,40.7987859,-73.9523
667,Lenox Ave & W 115 St,40.8011939,-73.9500739
668,Lenox Ave & W 117 St,40.8025566,-73.9490782
669,Lenox Ave & W 126 St,40.808442,-73.9452087
670,Lenox Ave & W 130 St,40.8107922,-73.9430681
671,Lenox Ave & W 133 St,40.81296,-73.941878
672,Lenox Ave & W 144 St,40.819783,-73.936521
673,Lenox Ave & W 146 St,40.821111,-73.935971
674,Leonard St & Boerum St,40.70583339,-73.94644578
675,Leonard St & Church St,40.717571,-74.005549
676,Leonard St & Maujer St,40.7103685423523,-73.94705951213837
677,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583
678,Lewis Ave & Decatur St,40.6814598,-73.934903
679,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428
680,Lewis Ave & Madison St,40.686312,-73.935775
681,Lexington Ave & Classon Ave,40.68676793,-73.95928168
682,Lexington Ave & E 111 St,40.7954121,-73.9441232
683,Lexington Ave & E 120 St,40.8013066,-73.9398167
684,Lexington Ave & E 127 St,40.805726,-73.936322
685,Lexington Ave & E 128 St,40.806414,-73.936085
686,Lexington Ave & E 26 St,40.741459,-73.983293
687,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922
688,Lexington Ave & E 36 St,40.7475739589548,-73.9788007736206
689,Lexington Ave & E 63 St,40.76440023,-73.96648977
690,Liberty St & Broadway,40.70905623,-74.01043382
691,Lincoln Ave & E 134 St,40.808484,-73.928803
692,Lincoln Ave & E 138 St,40.810893,-73.927311
693,Lincoln Pl & Classon Ave,40.6721683,-73.9609
694,Linden St & Knickerbocker Ave,40.69714,-73.91566
695,Lispenard St & Broadway,40.71939226,-74.00247214
696,Little West St & 1 Pl,40.70569254,-74.01677685
697,Lorimer St & Broadway,40.70411791,-73.94818595
698,Lorimer St & Calyer St,40.72795,-73.95414
699,MacDougal St & Prince St,40.72710258,-74.00297088
700,MacDougal St & Washington Sq,40.73226398,-73.99852205
701,Macombs Pl & W 152 St,40.826406,-73.937948
702,Macon St & Nostrand Ave,40.6809833854,-73.9500479759
703,Madison Av & E 51 St,40.75863,-73.97513
704,Madison Ave & E 120 St,40.80295,-73.942954
705,Madison Ave & E 26 St,40.742684734875695,-73.98671329021454
706,Madison Ave & E 82 St,40.7781314,-73.96069399
707,Madison Ave & E 99 St,40.78948541553215,-73.95242929458618
708,Madison St & Clinton St,40.71269042,-73.98776323
709,Madison St & Cypress Ave,40.70068,-73.90742
710,Madison St & Evergreen Ave,40.69122,-73.91693
711,Madison St & Forest Ave,40.70555,-73.90245
712,Madison St & Montgomery St,40.713126,-73.984844
713,Madison St & Seneca Ave,40.70183,-73.90625
714,Madison St & Woodward Ave,40.70408,-73.90408
715,Maiden Ln & Pearl St,40.70706456,-74.00731853
716,Manhattan Av & Leonard St,40.72084,-73.94844
717,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
718,Marcy Ave & Lafayette Ave,40.6900815,-73.947915
719,Market St & Cherry St,40.71076228,-73.99400398
720,McGuinness Blvd & Eagle St,40.73555,-73.95284
721,McKibbin St & Bogart St,40.706237,-73.933871
722,McKibbin St & Manhattan Ave,40.70510918,-73.94407279
723,Melrose Ave & E 150 St,40.816827,-73.917338
724,Melrose Ave & E 154 St,40.819609,-73.916071
725,Melrose St & Broadway,40.697481,-73.935877
726,Menahan St & Central Ave,40.69543,-73.9196
727,Menahan St & Onderdonk Ave,40.70553,-73.9096
728,Menahan St & Seneca Ave,40.70461,-73.91054
729,Menahan St & Wyckoff Ave,40.70113,-73.91422
730,Mercer St & Bleecker St,40.72706363348306,-73.99662137031554
731,Mercer St & Spring St,40.72362738,-73.99949601
732,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
733,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116
734,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386
735,Metropolitan Ave & Stewart Ave,40.71401,-73.92793
736,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323
737,Milton St & Franklin St,40.72906,-73.95779
738,Moffat St & Bushwick,40.68458,-73.90925
739,Monroe St & Bedford Ave,40.6851443,-73.95380904
740,Monroe St & Classon Ave,40.6845683,-73.95881081
741,Monroe St & Tompkins Ave,40.686203,-73.944694
742,Montague St & Clinton St,40.694281141397326,-73.99230033159256
743,Montgomery St & Franklin Ave,40.666439306870814,-73.9605563879013
744,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171
745,Morgan Ave & Lombardy St,40.72226,-73.93889
746,Morgan Ave & Maspeth Ave,40.716657,-73.93637
747,Morningside Ave & W 123 St,40.81,-73.9551508
748,Morningside Dr & Amsterdam Ave,40.81028506306003,-73.95736455917358
749,Morris Ave & E 142 St,40.814469,-73.924963
750,Morris Ave & E 153 St,40.820036,-73.921411
751,Motorgate,40.7639089,-73.9477213
752,Mott St & Prince St,40.72317958,-73.99480012
753,Mt Morris Park W & W 120 St,40.804038,-73.945925
754,Murray St & Greenwich St,40.71485150526252,-74.01122331619263
755,Murray St & West St,40.7149787,-74.013012
756,Myrtle Ave & Grove St,40.69905,-73.91516
757,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926
758,Myrtle Ave & Linden St,40.69943,-73.91337
759,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908
760,Myrtle Ave & St Edwards St,40.69327018,-73.97703874
761,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
762,N 12 St & Bedford Ave,40.72079821,-73.95484712
763,N 15 St & Wythe Ave,40.724055,-73.955736
764,N 6 St & Bedford Ave,40.71745169,-73.95850939
765,NYCBS DEPOT - DELANCEY,40.71644423134479,-73.9823305606842
766,Nassau Ave & Newell St,40.724812564400175,-73.94752621650696
767,Nassau Ave & Russell St,40.72557,-73.94434
768,Nassau St & Navy St,40.69839895,-73.98068914
769,Nelson Ave & W 172 St,40.843965,-73.920999
770,Newton Rd & 44 St,40.7595701,-73.9142678
771,Newtown Ave & 23 St,40.7713615,-73.9246145
772,Norfolk St & Broome St,40.7172274,-73.98802084
773,Norman St & Wyckoff Ave,40.69517,-73.90311
774,North Moore St & Greenwich St,40.72019521437465,-74.0103006362915
775,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
776,OLD Southern Blvd & E 142 St,40.807258,-73.907999
777,Ogden Ave & W 164 St,40.832812,-73.929372
778,Ogden Ave & W 165 St,40.834457,-73.928381
779,Old Broadway & W 133 St,40.818212,-73.955277
780,Old Fulton St,40.70277159,-73.99383605
781,Old Slip & Front St,40.7037992,-74.00838676
782,Onderdonk Ave & Dekalb Ave,40.70863,-73.91497
783,Onderdonk Ave & Gates Ave,40.70413,-73.90737
784,Pacific St & Classon Ave,40.6791944,-73.9587903
785,Pacific St & Nevins St,40.6853761,-73.98302136
786,Park Ave & E 124 St,40.8045555,-73.9396861
787,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342
788,Park Ave & St Edwards St,40.69608941,-73.97803415
789,Park Pl & Church St,40.71334184275907,-74.00935515761375
790,Park Pl & Franklin Ave,40.6741806,-73.9564947
791,Park Pl & Vanderbilt Ave,40.6767,-73.969024
792,Pearl St & Hanover Square,40.7047177,-74.00926027
793,Pearl St & Peck Slip,40.708485,-74.002751
794,Peck Slip & Front St,40.707873,-74.00167
795,Perry St & Bleecker St,40.73535398,-74.00483091
796,Perry St & Greenwich Ave,40.735918,-74.000939
797,Pershing Square North,40.751873,-73.977706
798,Pershing Square South,40.751581,-73.97791
799,Picnic Point,40.68512559515415,-74.02535319328308
800,Pier 40 - Hudson River Park,40.7277140777778,-74.01129573583603
801,Pierrepont St & Monroe Pl,40.69535693320225,-73.99344027042389
802,Pike St & E Broadway,40.71406667,-73.99293911
803,Pike St & Monroe St,40.71173107,-73.99193043
804,Pioneer St & Richards St,40.6777748,-74.0094613
805,Pioneer St & Van Brunt St,40.679043,-74.011169
806,Pitt St & Stanton St,40.71926081,-73.98178024
807,Plaza St West & Flatbush Ave,40.6750207,-73.97111473
808,Pleasant Ave & E 116 St,40.7949879,-73.9333349
809,Pleasant Ave & E 120 St,40.7974772,-73.9311847
810,Powers St & Olive St,40.71323,-73.93894
811,President St & Henry St,40.6828003,-73.99990419
812,Prospect Ave & E 151 St,40.814232,-73.903927
813,Prospect Ave & Longwood Ave,40.81899,-73.90202
814,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114
815,Prospect Pl & 6 Ave,40.6793307,-73.97519523
816,Prospect Pl & Underhill Ave,40.6769694,-73.96579
817,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877
818,Putnam Ave & Knickerbocker Ave,40.69545,-73.91164
819,Putnam Ave & Nostrand Ave,40.68402,-73.94977
820,Putnam Ave & Throop Ave,40.6851532,-73.94111
821,Putnam Ave & Wyckoff Ave,40.69811,-73.90904
822,Queens Plaza North & Crescent St,40.75110165,-73.94073717
823,Railroad Ave & Kay Ave,40.70531194,-73.97100056
824,Reade St & Broadway,40.71450451,-74.00562789
825,Richards St & Delavan St,40.6794327,-74.00785041
826,Richardson St & N Henry St,40.71907891179564,-73.94223690032959
827,Riverside Blvd & W 67 St,40.777507027547976,-73.98888587951659
828,Riverside Dr & W 104 St,40.8013434,-73.9711457439
829,Riverside Dr & W 138 St,40.823168,-73.955857
830,Riverside Dr & W 145 St,40.827305,-73.951989
831,Riverside Dr & W 148 St,40.829114,-73.950426
832,Riverside Dr & W 72 St,40.78057799010334,-73.98562431335449
833,Riverside Dr & W 78 St,40.78414472,-73.98362492
834,Riverside Dr & W 82 St,40.78720869,-73.98128127
835,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063
836,Rivington St & Chrystie St,40.72110063,-73.9919254
837,Rivington St & Ridge St,40.71850211,-73.98329859
838,Rockaway Ave & Bainbridge St,40.68319988172761,-73.91166642308235
839,Roebling St & N 4 St,40.71469,-73.95739
840,Rogers Ave & Sterling St,40.6630619,-73.9538746
841,Roosevelt Island Tramway,40.757284,-73.9536
842,S 3 St & Bedford Ave,40.71260486,-73.96264403
843,S 4 St & Rodney St,40.70934,-73.95608
844,S 4 St & Wythe Ave,40.71285887,-73.96590294
845,S 5 Pl & S 5 St,40.710451,-73.960876
846,S Portland Ave & Hanson Pl,40.68539567,-73.97431458
847,Sands St Gate,40.699569,-73.979827
848,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134
849,Schermerhorn St & Court St,40.69102925677968,-73.99183362722397
850,Scholes St & Manhattan Ave,40.70870368,-73.9448625
851,Shakespeare Ave & W 169 St,40.839312,-73.922423
852,Sharon St & Olive St,40.715353,-73.93856
853,Sheridan Ave & E 168 St,40.835334,-73.9154
854,Sigourney St & Columbia St,40.67267243410948,-74.0087952464819
855,Smith St & 3 St,40.6787242,-73.99599099
856,Smith St & 9 St,40.6746957,-73.99785768
857,Soissons Landing,40.69231660719192,-74.01486575603485
858,Somers St & Broadway,40.67945,-73.90474
859,South End Ave & Liberty St,40.711512,-74.015756
860,South St & Gouverneur Ln,40.70355377,-74.00670227
861,South St & Whitehall St,40.70122128,-74.01234218
862,Southern Blvd & E 142 St,40.807347437082,-73.90809774398804
863,Southpoint Park,40.75370225419114,-73.95865201950072
864,Spruce St & Nassau St,40.71146364,-74.00552427
865,St Ann's Ave & Westchester Ave,40.815887,-73.911918
866,St James Pl & Oliver St,40.71307916,-73.99851193
867,St James Pl & Pearl St,40.71117416,-74.00016545
868,St Johns Pl & Washington Ave,40.6737236,-73.9631611
869,St Marks Pl & 1 Ave,40.72779126,-73.98564945
870,St Marks Pl & 2 Ave,40.7284186,-73.98713956
871,St Mary's St & Jackson Ave,40.808891,-73.91081
872,St Nicholas Ave & E 134 St,40.816234,-73.948222
873,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149
874,St Nicholas Ave & W 137 St,40.818477,-73.947568
875,St Nicholas Ave & W 150 St,40.827212,-73.942722
876,St. Ann's Av & Bruckner Blvd,40.803399,-73.919763
877,St. Ann's Ave & E 144 St,40.811112,-73.914932
878,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776
879,St. Nicholas Ave & W 155 St,40.830663,-73.941323
880,St. Nicholas Ave & W 157 St,40.832314,-73.94102
881,St. Nicholas Terrace & Convent Ave,40.821294,-73.947868
882,Stagg St & Morgan Ave,40.710681,-73.93372
883,Stagg St & Union Ave,40.70877084,-73.95095259
884,Stanhope St & Fairview Ave,40.70998,-73.91116
885,Stanton St & Chrystie St,40.72229346,-73.99147535
886,Stanton St & Mangin St,40.71782143,-73.97628939
887,Stanton St & Norfolk St,40.720747,-73.986274
888,State St & Smith St,40.68926942,-73.98912867
889,Steinway St & 23 Ave,40.7713937,-73.9077436
890,Steinway St & 28 Ave,40.7656251,-73.9136695
891,Stephen St & Seneca Ave,40.6988,-73.9007
892,Sterling Pl & Bedford Ave,40.672695,-73.954131
893,Sterling St & Bedford Ave,40.6627059,-73.9569115
894,Stewart Ave & Johnson Ave,40.70869,-73.92587
895,Stockholm St & Wilson Ave,40.699304,-73.923044
896,Stuyvesant Walk & 1 Av Loop,40.732339777151054,-73.97898383438587
897,Suffolk St & Stanton St,40.72066442,-73.98517977
898,Sullivan Pl & Bedford Ave,40.6642406,-73.9574686
899,Sullivan St & Washington Sq,40.73047747,-73.99906065
900,Suydam St & Broadway,40.69544,-73.93223
901,Suydam St & Knickerbocker Ave,40.702013,-73.923769
902,Suydam St & St. Nicholas Ave,40.70636,-73.91945
903,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
904,Tompkins Ave & Hopkins St,40.69957608,-73.94708417
905,Underhill Ave & Lincoln Pl,40.6740123,-73.9671457
906,Underhill Ave & Pacific St,40.6804836,-73.9646795
907,Union Ave & Jackson St,40.7160751,-73.952029
908,Union Ave & N 12 St,40.71924,-73.95242
909,Union Ave & Wallabout St,40.70029511,-73.95032283
910,Union St & 4 Ave,40.6772744,-73.98282002
911,Union St & Bedford Ave,40.6691783,-73.9554162
912,Union St & Nevins St,40.67909799721684,-73.98765474557877
913,University Pl & E 14 St,40.734814,-73.992085
914,University Pl & E 14 St,40.73492695,-73.99200509
915,University Pl & E 8 St,40.73143724085228,-73.99490341544151
916,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608
917,Van Brunt St & Wolcott St,40.6773429,-74.01275056
918,Van Buren St & Broadway,40.692,-73.92617
919,Van Sinderen Ave & Truxton St,40.6786,-73.90369
920,Vernon Blvd & 10 St,40.7671863,-73.9373554
921,Vernon Blvd & 30 Rd,40.770845,-73.934171
922,Vernon Blvd & 31 Ave,40.7692475,-73.9354504
923,Vernon Blvd & 41 Rd,40.7552433,-73.9485678
924,Vernon Blvd & 47 Rd,40.7449067,-73.9534573
925,Vernon Blvd & 50 Ave,40.74232744,-73.95411749
926,Verona Pl & Fulton St,40.6803560840434,-73.9476791024208
927,Vesey Pl & River Terrace,40.7153379,-74.01658354
928,W 100 St & Broadway,40.7973721,-73.97041192
929,W 100 St & Manhattan Ave,40.795,-73.9645
930,W 104 St & Amsterdam Ave,40.79904139288298,-73.96649479866028
931,W 106 St & Amsterdam Ave,40.8008363,-73.9664492472
932,W 106 St & Central Park West,40.7981856,-73.9605909006
933,W 107 St & Columbus Ave,40.7997568,-73.9621128676
934,W 11 St & 6 Ave,40.73532427,-73.99800419
935,W 110 St & Amsterdam Ave,40.802692,-73.96295
936,W 113 St & Broadway,40.805973,-73.964928
937,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
938,W 116 St & Broadway,40.8082,-73.9641
939,W 120 St & Claremont Ave,40.8109494,-73.9634
940,W 129 St & Convent Ave,40.814394437915816,-73.95324736833572
941,W 13 St & 5 Ave,40.735445,-73.99431
942,W 13 St & 7 Ave,40.73781509,-73.99994661
943,W 133 St & 12 Ave,40.820003,-73.959089
944,W 135 St & Lenox Terrace Pl,40.813619,-73.939336
945,W 140 St & Riverside Dr,40.824013,-73.954743
946,W 144 St & Adam Clayton Powell Blvd,40.820877,-73.939249
947,W 145 St & Amsterdam Ave,40.825244,-73.947257
948,W 146 St & Broadway,40.826969,-73.949738
949,W 147 St & Adam Clayton Powell Blvd,40.82281,-73.937413
950,W 148 St & Amsterdam Ave,40.827075,-73.945909
951,W 15 St & 10 Ave,40.74275382865903,-74.00747358798981
952,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099
953,W 15 St & 7 Ave,40.73935542,-73.99931783
954,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996
955,W 159 St & Edgecombe Ave,40.833303,-73.939326
956,W 16 St & The High Line,40.74334935,-74.00681753
957,W 160 St & St. Nicholas Ave,40.834468,-73.939865
958,W 163 St & Edgecombe Ave,40.835798,-73.937496
959,W 163 St & Riverside Dr,40.839278,-73.945446
960,W 165 St & Fort Washington Ave,40.84004,-73.942939
961,W 169 St & Fort Washington Ave,40.8428422,-73.9421253
962,W 17 St & 8 Ave,40.74177603,-74.00149746
963,W 170 St & University Ave,40.84207,-73.926075
964,W 171 St & St. Nicholas Ave,40.842941,-73.938631
965,W 18 St & 6 Ave,40.73971301,-73.99456405
966,W 18 St & 9 Ave,40.7435337324616,-74.00367558002472
967,W 180 St & Ft Washington Ave,40.849972,-73.938423
968,W 20 St & 11 Ave,40.746745,-74.007756
969,W 20 St & 7 Ave,40.74238787,-73.99726235
970,W 20 St & 8 Ave,40.74345335,-74.00004031
971,W 21 St & 6 Ave,40.74173969,-73.99415556
972,W 22 St & 10 Ave,40.74691959,-74.00451887
973,W 22 St & 8 Ave,40.74475148,-73.99915362
974,W 24 St & 7 Ave,40.74487634,-73.99529885
975,W 25 St & 6 Ave,40.74395411,-73.99144871
976,W 26 St & 10 Ave,40.749717753,-74.002950346
977,W 26 St & 8 Ave,40.74734825,-73.99723551
978,W 27 St & 7 Ave,40.746647,-73.993915
979,W 30 St & 10 Ave,40.752694,-74.002353
980,W 31 St & 7 Ave,40.749156,-73.9916
981,W 33 St & 7 Ave,40.75019995,-73.99093085
982,W 34 St & 11 Ave,40.75594159,-74.0021163
983,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
984,W 37 St & 10 Ave,40.75660359,-73.9979009
985,W 37 St & 5 Ave,40.75038009,-73.98338988
986,W 38 St & 8 Ave,40.75466591,-73.99138152
987,W 4 St & 7 Ave S,40.73401143,-74.00293877
988,W 40 St & 5 Ave,40.752269,-73.982079
989,W 41 St & 8 Ave,40.75640548,-73.9900262
990,W 42 St & 6 Ave,40.75492,-73.98455
991,W 42 St & 8 Ave,40.7575699,-73.99098507
992,W 42 St & Dyer Ave,40.75898481399634,-73.99379968643188
